# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+01
# lRef        : 4.000000e+00
# Aref        : 1.000000e+00
# CofR        : (3.500000e+00 0.000000e+00 0.000000e+00)
#
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
1241          	-7.593788e-02	3.181207e-01	3.189022e-01	8.351322e-02	2.353890e-01
1242          	-7.592059e-02	3.180585e-01	3.188780e-01	8.351841e-02	2.353596e-01
1243          	-7.590045e-02	3.179889e-01	3.188590e-01	8.352904e-02	2.353299e-01
1244          	-7.588515e-02	3.179358e-01	3.188294e-01	8.352957e-02	2.352999e-01
1245          	-7.587416e-02	3.178912e-01	3.188021e-01	8.352690e-02	2.352752e-01
1246          	-7.585689e-02	3.178292e-01	3.187779e-01	8.353207e-02	2.352459e-01
1247          	-7.583679e-02	3.177596e-01	3.187589e-01	8.354267e-02	2.352162e-01
1248          	-7.582149e-02	3.177065e-01	3.187294e-01	8.354320e-02	2.351862e-01
1249          	-7.581050e-02	3.176620e-01	3.187021e-01	8.354056e-02	2.351616e-01
1250          	-7.579325e-02	3.176000e-01	3.186780e-01	8.354573e-02	2.351322e-01
1251          	-7.577318e-02	3.175305e-01	3.186590e-01	8.355630e-02	2.351027e-01
1252          	-7.575789e-02	3.174774e-01	3.186295e-01	8.355685e-02	2.350726e-01
1253          	-7.574691e-02	3.174329e-01	3.186023e-01	8.355423e-02	2.350480e-01
1254          	-7.572968e-02	3.173710e-01	3.185781e-01	8.355939e-02	2.350187e-01
1255          	-7.570964e-02	3.173017e-01	3.185592e-01	8.356994e-02	2.349892e-01
1256          	-7.569437e-02	3.172486e-01	3.185297e-01	8.357049e-02	2.349592e-01
1257          	-7.568341e-02	3.172043e-01	3.185026e-01	8.356787e-02	2.349347e-01
1258          	-7.566621e-02	3.171425e-01	3.184785e-01	8.357301e-02	2.349054e-01
1259          	-7.564622e-02	3.170733e-01	3.184595e-01	8.358354e-02	2.348760e-01
1260          	-7.563099e-02	3.170204e-01	3.184301e-01	8.358407e-02	2.348460e-01
1261          	-7.562006e-02	3.169763e-01	3.184030e-01	8.358143e-02	2.348215e-01
1262          	-7.560291e-02	3.169146e-01	3.183789e-01	8.358654e-02	2.347924e-01
1263          	-7.558296e-02	3.168456e-01	3.183600e-01	8.359704e-02	2.347630e-01
1264          	-7.556778e-02	3.167930e-01	3.183306e-01	8.359753e-02	2.347331e-01
1265          	-7.555688e-02	3.167490e-01	3.183035e-01	8.359485e-02	2.347086e-01
1266          	-7.553978e-02	3.166875e-01	3.182794e-01	8.359994e-02	2.346795e-01
1267          	-7.551988e-02	3.166187e-01	3.182606e-01	8.361042e-02	2.346502e-01
1268          	-7.550473e-02	3.165662e-01	3.182312e-01	8.361088e-02	2.346203e-01
1269          	-7.549387e-02	3.165223e-01	3.182041e-01	8.360817e-02	2.345959e-01
1270          	-7.547680e-02	3.164610e-01	3.181801e-01	8.361324e-02	2.345668e-01
1271          	-7.545694e-02	3.163923e-01	3.181613e-01	8.362370e-02	2.345376e-01
1272          	-7.544181e-02	3.163398e-01	3.181319e-01	8.362415e-02	2.345078e-01
1273          	-7.543095e-02	3.162960e-01	3.181048e-01	8.362142e-02	2.344833e-01
1274          	-7.541390e-02	3.162348e-01	3.180808e-01	8.362649e-02	2.344543e-01
1275          	-7.539407e-02	3.161662e-01	3.180620e-01	8.363695e-02	2.344251e-01
1276          	-7.537895e-02	3.161137e-01	3.180327e-01	8.363738e-02	2.343953e-01
1277          	-7.536811e-02	3.160699e-01	3.180055e-01	8.363465e-02	2.343709e-01
1278          	-7.535108e-02	3.160088e-01	3.179816e-01	8.363972e-02	2.343419e-01
1279          	-7.533127e-02	3.159403e-01	3.179629e-01	8.365018e-02	2.343127e-01
1280          	-7.531617e-02	3.158879e-01	3.179336e-01	8.365061e-02	2.342829e-01
1281          	-7.530534e-02	3.158442e-01	3.179064e-01	8.364788e-02	2.342586e-01
1282          	-7.528834e-02	3.157831e-01	3.178825e-01	8.365293e-02	2.342296e-01
1283          	-7.526856e-02	3.157147e-01	3.178639e-01	8.366339e-02	2.342005e-01
1284          	-7.525349e-02	3.156625e-01	3.178346e-01	8.366381e-02	2.341708e-01
1285          	-7.524269e-02	3.156189e-01	3.178075e-01	8.366105e-02	2.341464e-01
1286          	-7.522573e-02	3.155580e-01	3.177836e-01	8.366609e-02	2.341175e-01
1287          	-7.520600e-02	3.154898e-01	3.177651e-01	8.367653e-02	2.340885e-01
1288          	-7.519096e-02	3.154377e-01	3.177358e-01	8.367692e-02	2.340588e-01
1289          	-7.518019e-02	3.153942e-01	3.177086e-01	8.367413e-02	2.340345e-01
1290          	-7.516327e-02	3.153335e-01	3.176848e-01	8.367915e-02	2.340057e-01
1291          	-7.514358e-02	3.152654e-01	3.176663e-01	8.368957e-02	2.339767e-01
1292          	-7.512858e-02	3.152135e-01	3.176370e-01	8.368993e-02	2.339471e-01
1293          	-7.511784e-02	3.151701e-01	3.176099e-01	8.368712e-02	2.339228e-01
1294          	-7.510096e-02	3.151096e-01	3.175862e-01	8.369212e-02	2.338940e-01
1295          	-7.508131e-02	3.150417e-01	3.175677e-01	8.370252e-02	2.338651e-01
1296          	-7.506634e-02	3.149898e-01	3.175384e-01	8.370287e-02	2.338355e-01
1297          	-7.505562e-02	3.149465e-01	3.175113e-01	8.370004e-02	2.338113e-01
1298          	-7.503876e-02	3.148861e-01	3.174876e-01	8.370503e-02	2.337826e-01
1299          	-7.501916e-02	3.148184e-01	3.174691e-01	8.371542e-02	2.337537e-01
1300          	-7.500420e-02	3.147666e-01	3.174399e-01	8.371575e-02	2.337242e-01
1301          	-7.499349e-02	3.147233e-01	3.174128e-01	8.371293e-02	2.336999e-01
1302          	-7.497665e-02	3.146629e-01	3.173891e-01	8.371792e-02	2.336712e-01
1303          	-7.495708e-02	3.145953e-01	3.173707e-01	8.372829e-02	2.336424e-01
1304          	-7.494214e-02	3.145436e-01	3.173415e-01	8.372863e-02	2.336129e-01
1305          	-7.493143e-02	3.145004e-01	3.173145e-01	8.372582e-02	2.335887e-01
1306          	-7.491462e-02	3.144401e-01	3.172909e-01	8.373080e-02	2.335600e-01
1307          	-7.489508e-02	3.143726e-01	3.172725e-01	8.374116e-02	2.335313e-01
1308          	-7.488016e-02	3.143209e-01	3.172433e-01	8.374149e-02	2.335018e-01
1309          	-7.486947e-02	3.142778e-01	3.172163e-01	8.373869e-02	2.334776e-01
1310          	-7.485269e-02	3.142176e-01	3.171927e-01	8.374366e-02	2.334491e-01
1311          	-7.483319e-02	3.141503e-01	3.171744e-01	8.375400e-02	2.334204e-01
1312          	-7.481830e-02	3.140987e-01	3.171452e-01	8.375432e-02	2.333909e-01
1313          	-7.480763e-02	3.140557e-01	3.171183e-01	8.375152e-02	2.333668e-01
1314          	-7.479089e-02	3.139957e-01	3.170947e-01	8.375648e-02	2.333383e-01
1315          	-7.477143e-02	3.139285e-01	3.170764e-01	8.376678e-02	2.333096e-01
1316          	-7.475657e-02	3.138771e-01	3.170473e-01	8.376709e-02	2.332802e-01
1317          	-7.474593e-02	3.138341e-01	3.170204e-01	8.376429e-02	2.332561e-01
1318          	-7.472922e-02	3.137743e-01	3.169969e-01	8.376923e-02	2.332277e-01
1319          	-7.470981e-02	3.137073e-01	3.169786e-01	8.377950e-02	2.331991e-01
1320          	-7.469498e-02	3.136560e-01	3.169496e-01	8.377980e-02	2.331698e-01
1321          	-7.468435e-02	3.136131e-01	3.169227e-01	8.377700e-02	2.331457e-01
1322          	-7.466768e-02	3.135534e-01	3.168992e-01	8.378192e-02	2.331173e-01
1323          	-7.464831e-02	3.134866e-01	3.168810e-01	8.379216e-02	2.330888e-01
1324          	-7.463350e-02	3.134354e-01	3.168519e-01	8.379246e-02	2.330595e-01
1325          	-7.462289e-02	3.133926e-01	3.168251e-01	8.378967e-02	2.330354e-01
1326          	-7.460624e-02	3.133330e-01	3.168016e-01	8.379458e-02	2.330071e-01
1327          	-7.458691e-02	3.132662e-01	3.167834e-01	8.380480e-02	2.329786e-01
1328          	-7.457211e-02	3.132151e-01	3.167544e-01	8.380510e-02	2.329493e-01
1329          	-7.456151e-02	3.131723e-01	3.167277e-01	8.380232e-02	2.329253e-01
1330          	-7.454489e-02	3.131128e-01	3.167042e-01	8.380722e-02	2.328970e-01
1331          	-7.452559e-02	3.130462e-01	3.166860e-01	8.381743e-02	2.328686e-01
1332          	-7.451081e-02	3.129951e-01	3.166571e-01	8.381772e-02	2.328393e-01
1333          	-7.450022e-02	3.129524e-01	3.166304e-01	8.381496e-02	2.328154e-01
1334          	-7.448363e-02	3.128930e-01	3.166070e-01	8.381986e-02	2.327871e-01
1335          	-7.446436e-02	3.128266e-01	3.165888e-01	8.383004e-02	2.327588e-01
1336          	-7.444961e-02	3.127756e-01	3.165599e-01	8.383034e-02	2.327295e-01
1337          	-7.443904e-02	3.127330e-01	3.165332e-01	8.382758e-02	2.327056e-01
1338          	-7.442247e-02	3.126737e-01	3.165099e-01	8.383246e-02	2.326774e-01
1339          	-7.440325e-02	3.126074e-01	3.164918e-01	8.384263e-02	2.326491e-01
1340          	-7.438852e-02	3.125565e-01	3.164629e-01	8.384291e-02	2.326200e-01
1341          	-7.437797e-02	3.125140e-01	3.164362e-01	8.384015e-02	2.325961e-01
1342          	-7.436145e-02	3.124549e-01	3.164129e-01	8.384502e-02	2.325679e-01
1343          	-7.434227e-02	3.123887e-01	3.163948e-01	8.385515e-02	2.325397e-01
1344          	-7.432757e-02	3.123380e-01	3.163660e-01	8.385542e-02	2.325106e-01
1345          	-7.431704e-02	3.122956e-01	3.163394e-01	8.385266e-02	2.324867e-01
1346          	-7.430055e-02	3.122366e-01	3.163161e-01	8.385751e-02	2.324586e-01
1347          	-7.428141e-02	3.121706e-01	3.162981e-01	8.386762e-02	2.324304e-01
1348          	-7.426673e-02	3.121199e-01	3.162692e-01	8.386788e-02	2.324013e-01
1349          	-7.425622e-02	3.120776e-01	3.162427e-01	8.386512e-02	2.323776e-01
1350          	-7.423976e-02	3.120187e-01	3.162194e-01	8.386996e-02	2.323495e-01
1351          	-7.422066e-02	3.119528e-01	3.162014e-01	8.388004e-02	2.323214e-01
1352          	-7.420601e-02	3.119023e-01	3.161726e-01	8.388029e-02	2.322923e-01
1353          	-7.419551e-02	3.118600e-01	3.161461e-01	8.387753e-02	2.322685e-01
1354          	-7.417908e-02	3.118013e-01	3.161229e-01	8.388236e-02	2.322405e-01
1355          	-7.416001e-02	3.117355e-01	3.161049e-01	8.389243e-02	2.322124e-01
1356          	-7.414537e-02	3.116850e-01	3.160761e-01	8.389267e-02	2.321834e-01
1357          	-7.413489e-02	3.116428e-01	3.160496e-01	8.388990e-02	2.321597e-01
1358          	-7.411848e-02	3.115842e-01	3.160264e-01	8.389472e-02	2.321317e-01
1359          	-7.409945e-02	3.115185e-01	3.160084e-01	8.390477e-02	2.321037e-01
1360          	-7.408484e-02	3.114681e-01	3.159797e-01	8.390501e-02	2.320747e-01
1361          	-7.407437e-02	3.114260e-01	3.159532e-01	8.390224e-02	2.320510e-01
1362          	-7.405800e-02	3.113675e-01	3.159301e-01	8.390705e-02	2.320230e-01
1363          	-7.403900e-02	3.113020e-01	3.159122e-01	8.391708e-02	2.319951e-01
1364          	-7.402441e-02	3.112517e-01	3.158834e-01	8.391730e-02	2.319661e-01
1365          	-7.401397e-02	3.112097e-01	3.158570e-01	8.391453e-02	2.319425e-01
1366          	-7.399762e-02	3.111512e-01	3.158339e-01	8.391932e-02	2.319146e-01
1367          	-7.397867e-02	3.110859e-01	3.158160e-01	8.392932e-02	2.318867e-01
1368          	-7.396411e-02	3.110357e-01	3.157873e-01	8.392953e-02	2.318577e-01
1369          	-7.395369e-02	3.109938e-01	3.157609e-01	8.392675e-02	2.318341e-01
1370          	-7.393738e-02	3.109355e-01	3.157378e-01	8.393152e-02	2.318063e-01
1371          	-7.391846e-02	3.108703e-01	3.157199e-01	8.394151e-02	2.317784e-01
1372          	-7.390393e-02	3.108202e-01	3.156913e-01	8.394170e-02	2.317496e-01
1373          	-7.389353e-02	3.107784e-01	3.156649e-01	8.393892e-02	2.317260e-01
1374          	-7.387725e-02	3.107202e-01	3.156418e-01	8.394367e-02	2.316982e-01
1375          	-7.385837e-02	3.106552e-01	3.156240e-01	8.395363e-02	2.316704e-01
1376          	-7.384386e-02	3.106052e-01	3.155954e-01	8.395381e-02	2.316415e-01
1377          	-7.383348e-02	3.105634e-01	3.155690e-01	8.395103e-02	2.316180e-01
1378          	-7.381723e-02	3.105054e-01	3.155460e-01	8.395577e-02	2.315902e-01
1379          	-7.379839e-02	3.104405e-01	3.155282e-01	8.396571e-02	2.315625e-01
1380          	-7.378390e-02	3.103906e-01	3.154996e-01	8.396588e-02	2.315337e-01
1381          	-7.376671e-02	3.103320e-01	3.154779e-01	8.397223e-02	2.315056e-01
1382          	-7.375547e-02	3.102878e-01	3.154507e-01	8.396986e-02	2.314808e-01
1383          	-7.373960e-02	3.102304e-01	3.154268e-01	8.397380e-02	2.314530e-01
1384          	-7.372172e-02	3.101677e-01	3.154077e-01	8.398214e-02	2.314256e-01
1385          	-7.370970e-02	3.101230e-01	3.153791e-01	8.397984e-02	2.313992e-01
1386          	-7.370013e-02	3.100833e-01	3.153488e-01	8.397428e-02	2.313745e-01
1387          	-7.368406e-02	3.100256e-01	3.153237e-01	8.397778e-02	2.313459e-01
1388          	-7.366514e-02	3.099605e-01	3.153054e-01	8.398755e-02	2.313178e-01
1389          	-7.364450e-02	3.098937e-01	3.152913e-01	8.400115e-02	2.312901e-01
1390          	-7.363326e-02	3.098535e-01	3.152706e-01	8.400204e-02	2.312686e-01
1391          	-7.362512e-02	3.098184e-01	3.152439e-01	8.399685e-02	2.312471e-01
1392          	-7.360888e-02	3.097599e-01	3.152049e-01	8.399355e-02	2.312113e-01
1393          	-7.359070e-02	3.096945e-01	3.151817e-01	8.400017e-02	2.311816e-01
1394          	-7.357082e-02	3.096274e-01	3.151659e-01	8.401212e-02	2.311538e-01
1395          	-7.355877e-02	3.095854e-01	3.151449e-01	8.401369e-02	2.311312e-01
1396          	-7.355029e-02	3.095503e-01	3.151223e-01	8.401088e-02	2.311115e-01
1397          	-7.353441e-02	3.094941e-01	3.150914e-01	8.401127e-02	2.310801e-01
1398          	-7.351625e-02	3.094296e-01	3.150688e-01	8.401816e-02	2.310507e-01
1399          	-7.349646e-02	3.093627e-01	3.150500e-01	8.402855e-02	2.310215e-01
1400          	-7.348483e-02	3.093207e-01	3.150243e-01	8.402734e-02	2.309970e-01
1401          	-7.347651e-02	3.092851e-01	3.149985e-01	8.402273e-02	2.309757e-01
1402          	-7.346049e-02	3.092282e-01	3.149665e-01	8.402278e-02	2.309438e-01
1403          	-7.344217e-02	3.091637e-01	3.149465e-01	8.403107e-02	2.309154e-01
1404          	-7.342219e-02	3.090971e-01	3.149323e-01	8.404394e-02	2.308883e-01
1405          	-7.341045e-02	3.090557e-01	3.149117e-01	8.404541e-02	2.308663e-01
1406          	-7.340215e-02	3.090207e-01	3.148877e-01	8.404168e-02	2.308460e-01
1407          	-7.338635e-02	3.089642e-01	3.148549e-01	8.404110e-02	2.308138e-01
1408          	-7.336828e-02	3.088998e-01	3.148322e-01	8.404783e-02	2.307844e-01
1409          	-7.334853e-02	3.088332e-01	3.148140e-01	8.405848e-02	2.307555e-01
1410          	-7.333684e-02	3.087915e-01	3.147887e-01	8.405751e-02	2.307312e-01
1411          	-7.332852e-02	3.087562e-01	3.147628e-01	8.405288e-02	2.307099e-01
1412          	-7.331247e-02	3.086994e-01	3.147298e-01	8.405244e-02	2.306774e-01
1413          	-7.329419e-02	3.086349e-01	3.147088e-01	8.406023e-02	2.306486e-01
1414          	-7.327427e-02	3.085684e-01	3.146935e-01	8.407248e-02	2.306210e-01
1415          	-7.326257e-02	3.085268e-01	3.146721e-01	8.407350e-02	2.305986e-01
1416          	-7.325431e-02	3.084916e-01	3.146483e-01	8.406984e-02	2.305785e-01
1417          	-7.323855e-02	3.084354e-01	3.146169e-01	8.406991e-02	2.305470e-01
1418          	-7.322048e-02	3.083713e-01	3.145955e-01	8.407725e-02	2.305182e-01
1419          	-7.320075e-02	3.083052e-01	3.145785e-01	8.408848e-02	2.304900e-01
1420          	-7.318916e-02	3.082640e-01	3.145538e-01	8.408775e-02	2.304661e-01
1421          	-7.318099e-02	3.082293e-01	3.145277e-01	8.408285e-02	2.304448e-01
1422          	-7.316515e-02	3.081732e-01	3.144941e-01	8.408189e-02	2.304122e-01
1423          	-7.314706e-02	3.081094e-01	3.144726e-01	8.408922e-02	2.303833e-01
1424          	-7.312730e-02	3.080434e-01	3.144566e-01	8.410098e-02	2.303556e-01
1425          	-7.311566e-02	3.080021e-01	3.144344e-01	8.410156e-02	2.303329e-01
1426          	-7.310743e-02	3.079670e-01	3.144104e-01	8.409778e-02	2.303126e-01
1427          	-7.309165e-02	3.079109e-01	3.143792e-01	8.409797e-02	2.302813e-01
1428          	-7.307360e-02	3.078471e-01	3.143583e-01	8.410555e-02	2.302528e-01
1429          	-7.305391e-02	3.077812e-01	3.143419e-01	8.411705e-02	2.302249e-01
1430          	-7.304236e-02	3.077400e-01	3.143179e-01	8.411659e-02	2.302013e-01
1431          	-7.303422e-02	3.077052e-01	3.142921e-01	8.411185e-02	2.301803e-01
1432          	-7.301848e-02	3.076493e-01	3.142589e-01	8.411097e-02	2.301479e-01
1433          	-7.300048e-02	3.075858e-01	3.142374e-01	8.411822e-02	2.301192e-01
1434          	-7.298082e-02	3.075203e-01	3.142212e-01	8.412979e-02	2.300914e-01
1435          	-7.296923e-02	3.074792e-01	3.141986e-01	8.413007e-02	2.300685e-01
1436          	-7.296103e-02	3.074443e-01	3.141742e-01	8.412610e-02	2.300482e-01
1437          	-7.294530e-02	3.073884e-01	3.141429e-01	8.412616e-02	2.300168e-01
1438          	-7.292734e-02	3.073250e-01	3.141221e-01	8.413373e-02	2.299884e-01
1439          	-7.290775e-02	3.072596e-01	3.141060e-01	8.414524e-02	2.299607e-01
1440          	-7.289624e-02	3.072186e-01	3.140825e-01	8.414499e-02	2.299375e-01
1441          	-7.288811e-02	3.071837e-01	3.140572e-01	8.414050e-02	2.299167e-01
1442          	-7.287242e-02	3.071280e-01	3.140245e-01	8.413981e-02	2.298847e-01
1443          	-7.285451e-02	3.070648e-01	3.140031e-01	8.414706e-02	2.298561e-01
1444          	-7.283495e-02	3.069996e-01	3.139869e-01	8.415851e-02	2.298284e-01
1445          	-7.282339e-02	3.069585e-01	3.139641e-01	8.415867e-02	2.298054e-01
1446          	-7.281520e-02	3.069237e-01	3.139397e-01	8.415465e-02	2.297850e-01
1447          	-7.279952e-02	3.068680e-01	3.139082e-01	8.415457e-02	2.297536e-01
1448          	-7.278167e-02	3.068050e-01	3.138874e-01	8.416201e-02	2.297253e-01
1449          	-7.276220e-02	3.067400e-01	3.138712e-01	8.417341e-02	2.296978e-01
1450          	-7.275073e-02	3.066993e-01	3.138480e-01	8.417327e-02	2.296747e-01
1451          	-7.274262e-02	3.066646e-01	3.138232e-01	8.416899e-02	2.296542e-01
1452          	-7.272702e-02	3.066093e-01	3.137908e-01	8.416841e-02	2.296224e-01
1453          	-7.270923e-02	3.065465e-01	3.137697e-01	8.417560e-02	2.295941e-01
1454          	-7.268981e-02	3.064818e-01	3.137534e-01	8.418692e-02	2.295665e-01
1455          	-7.267831e-02	3.064410e-01	3.137307e-01	8.418703e-02	2.295436e-01
1456          	-7.267015e-02	3.064064e-01	3.137063e-01	8.418302e-02	2.295233e-01
1457          	-7.265456e-02	3.063510e-01	3.136747e-01	8.418281e-02	2.294919e-01
1458          	-7.263681e-02	3.062884e-01	3.136538e-01	8.419009e-02	2.294637e-01
1459          	-7.261745e-02	3.062237e-01	3.136376e-01	8.420133e-02	2.294362e-01
1460          	-7.260599e-02	3.061830e-01	3.136145e-01	8.420126e-02	2.294132e-01
1461          	-7.259786e-02	3.061484e-01	3.135900e-01	8.419714e-02	2.293929e-01
1462          	-7.258229e-02	3.060932e-01	3.135579e-01	8.419665e-02	2.293612e-01
1463          	-7.256457e-02	3.060307e-01	3.135368e-01	8.420381e-02	2.293330e-01
1464          	-7.254525e-02	3.059662e-01	3.135206e-01	8.421504e-02	2.293055e-01
1465          	-7.253378e-02	3.059255e-01	3.134979e-01	8.421518e-02	2.292827e-01
1466          	-7.252563e-02	3.058910e-01	3.134738e-01	8.421124e-02	2.292625e-01
1467          	-7.251010e-02	3.058359e-01	3.134422e-01	8.421098e-02	2.292312e-01
1468          	-7.249245e-02	3.057735e-01	3.134212e-01	8.421816e-02	2.292031e-01
1469          	-7.247319e-02	3.057093e-01	3.134049e-01	8.422927e-02	2.291757e-01
1470          	-7.246178e-02	3.056688e-01	3.133820e-01	8.422922e-02	2.291528e-01
1471          	-7.245366e-02	3.056343e-01	3.133577e-01	8.422519e-02	2.291325e-01
1472          	-7.243816e-02	3.055794e-01	3.133257e-01	8.422472e-02	2.291010e-01
1473          	-7.242054e-02	3.055172e-01	3.133047e-01	8.423181e-02	2.290729e-01
1474          	-7.240132e-02	3.054531e-01	3.132885e-01	8.424294e-02	2.290456e-01
1475          	-7.238990e-02	3.054126e-01	3.132659e-01	8.424307e-02	2.290229e-01
1476          	-7.238178e-02	3.053783e-01	3.132419e-01	8.423918e-02	2.290027e-01
1477          	-7.236632e-02	3.053235e-01	3.132104e-01	8.423886e-02	2.289715e-01
1478          	-7.234876e-02	3.052614e-01	3.131894e-01	8.424596e-02	2.289435e-01
1479          	-7.232960e-02	3.051975e-01	3.131732e-01	8.425698e-02	2.289162e-01
1480          	-7.231823e-02	3.051572e-01	3.131503e-01	8.425692e-02	2.288934e-01
1481          	-7.231014e-02	3.051230e-01	3.131261e-01	8.425293e-02	2.288732e-01
1482          	-7.229471e-02	3.050684e-01	3.130943e-01	8.425244e-02	2.288419e-01
1483          	-7.227718e-02	3.050065e-01	3.130733e-01	8.425948e-02	2.288138e-01
1484          	-7.225807e-02	3.049427e-01	3.130572e-01	8.427053e-02	2.287867e-01
1485          	-7.224670e-02	3.049025e-01	3.130347e-01	8.427063e-02	2.287640e-01
1486          	-7.223862e-02	3.048684e-01	3.130107e-01	8.426673e-02	2.287440e-01
1487          	-7.222323e-02	3.048138e-01	3.129792e-01	8.426638e-02	2.287128e-01
1488          	-7.220575e-02	3.047521e-01	3.129584e-01	8.427343e-02	2.286849e-01
1489          	-7.218669e-02	3.046885e-01	3.129422e-01	8.428440e-02	2.286578e-01
1490          	-7.217535e-02	3.046483e-01	3.129194e-01	8.428433e-02	2.286350e-01
1491          	-7.216729e-02	3.046143e-01	3.128952e-01	8.428033e-02	2.286149e-01
1492          	-7.215191e-02	3.045599e-01	3.128635e-01	8.427984e-02	2.285837e-01
1493          	-7.213445e-02	3.044983e-01	3.128426e-01	8.428686e-02	2.285558e-01
1494          	-7.211541e-02	3.044347e-01	3.128266e-01	8.429788e-02	2.285287e-01
1495          	-7.210409e-02	3.043947e-01	3.128041e-01	8.429795e-02	2.285061e-01
1496          	-7.209604e-02	3.043607e-01	3.127801e-01	8.429403e-02	2.284861e-01
1497          	-7.208070e-02	3.043064e-01	3.127487e-01	8.429366e-02	2.284551e-01
1498          	-7.206330e-02	3.042450e-01	3.127280e-01	8.430069e-02	2.284273e-01
1499          	-7.204432e-02	3.041816e-01	3.127119e-01	8.431164e-02	2.284003e-01
1500          	-7.203303e-02	3.041417e-01	3.126891e-01	8.431154e-02	2.283776e-01
1501          	-7.202502e-02	3.041079e-01	3.126651e-01	8.430752e-02	2.283576e-01
1502          	-7.200971e-02	3.040538e-01	3.126334e-01	8.430700e-02	2.283264e-01
1503          	-7.199235e-02	3.039925e-01	3.126127e-01	8.431400e-02	2.282987e-01
1504          	-7.197340e-02	3.039293e-01	3.125967e-01	8.432497e-02	2.282718e-01
1505          	-7.196213e-02	3.038895e-01	3.125742e-01	8.432498e-02	2.282492e-01
1506          	-7.195413e-02	3.038557e-01	3.125503e-01	8.432101e-02	2.282293e-01
1507          	-7.193887e-02	3.038017e-01	3.125189e-01	8.432059e-02	2.281983e-01
1508          	-7.192155e-02	3.037406e-01	3.124983e-01	8.432760e-02	2.281707e-01
1509          	-7.190265e-02	3.036776e-01	3.124823e-01	8.433852e-02	2.281438e-01
1510          	-7.189142e-02	3.036379e-01	3.124596e-01	8.433839e-02	2.281212e-01
1511          	-7.188344e-02	3.036042e-01	3.124355e-01	8.433433e-02	2.281012e-01
1512          	-7.186821e-02	3.035504e-01	3.124040e-01	8.433379e-02	2.280702e-01
1513          	-7.185092e-02	3.034894e-01	3.123834e-01	8.434077e-02	2.280426e-01
1514          	-7.183206e-02	3.034265e-01	3.123675e-01	8.435170e-02	2.280158e-01
1515          	-7.182083e-02	3.033869e-01	3.123450e-01	8.435167e-02	2.279933e-01
1516          	-7.181287e-02	3.033533e-01	3.123211e-01	8.434766e-02	2.279734e-01
1517          	-7.179767e-02	3.032996e-01	3.122898e-01	8.434721e-02	2.279426e-01
1518          	-7.178043e-02	3.032388e-01	3.122693e-01	8.435420e-02	2.279151e-01
1519          	-7.176161e-02	3.031760e-01	3.122534e-01	8.436509e-02	2.278883e-01
1520          	-7.175042e-02	3.031365e-01	3.122307e-01	8.436493e-02	2.278658e-01
1521          	-7.174248e-02	3.031029e-01	3.122067e-01	8.436085e-02	2.278458e-01
1522          	-7.172731e-02	3.030494e-01	3.121752e-01	8.436030e-02	2.278149e-01
1523          	-7.171009e-02	3.029887e-01	3.121547e-01	8.436726e-02	2.277875e-01
1524          	-7.169131e-02	3.029261e-01	3.121390e-01	8.437816e-02	2.277608e-01
1525          	-7.168014e-02	3.028866e-01	3.121164e-01	8.437809e-02	2.277384e-01
1526          	-7.167221e-02	3.028531e-01	3.120925e-01	8.437406e-02	2.277185e-01
1527          	-7.165707e-02	3.027997e-01	3.120613e-01	8.437359e-02	2.276877e-01
1528          	-7.163991e-02	3.027392e-01	3.120409e-01	8.438055e-02	2.276604e-01
1529          	-7.162118e-02	3.026768e-01	3.120251e-01	8.439139e-02	2.276338e-01
1530          	-7.161003e-02	3.026374e-01	3.120025e-01	8.439122e-02	2.276113e-01
1531          	-7.160213e-02	3.026041e-01	3.119785e-01	8.438713e-02	2.275914e-01
1532          	-7.158703e-02	3.025508e-01	3.119472e-01	8.438657e-02	2.275606e-01
1533          	-7.156990e-02	3.024905e-01	3.119268e-01	8.439349e-02	2.275333e-01
1534          	-7.155122e-02	3.024282e-01	3.119111e-01	8.440433e-02	2.275068e-01
1535          	-7.154009e-02	3.023889e-01	3.118886e-01	8.440422e-02	2.274844e-01
1536          	-7.153220e-02	3.023556e-01	3.118648e-01	8.440019e-02	2.274646e-01
1537          	-7.151713e-02	3.023024e-01	3.118336e-01	8.439968e-02	2.274339e-01
1538          	-7.150005e-02	3.022423e-01	3.118133e-01	8.440661e-02	2.274067e-01
1539          	-7.148141e-02	3.021802e-01	3.117976e-01	8.441739e-02	2.273802e-01
1540          	-7.147031e-02	3.021410e-01	3.117750e-01	8.441719e-02	2.273578e-01
1541          	-7.146243e-02	3.021078e-01	3.117511e-01	8.441312e-02	2.273380e-01
1542          	-7.144739e-02	3.020547e-01	3.117199e-01	8.441255e-02	2.273073e-01
1543          	-7.143035e-02	3.019947e-01	3.116996e-01	8.441944e-02	2.272801e-01
1544          	-7.141175e-02	3.019328e-01	3.116839e-01	8.443022e-02	2.272537e-01
1545          	-7.140066e-02	3.018937e-01	3.116615e-01	8.443009e-02	2.272314e-01
1546          	-7.139279e-02	3.018605e-01	3.116377e-01	8.442607e-02	2.272117e-01
